actual_price,predicted_price
17999999.999999985,16939693.434765857
7500000.000000002,8400252.400757343
9.000000000000002,8.999999999999936
4599999.999999998,4524416.8957516905
6800000.0,19778419.191420373
9.000000000000002,8.999999999999936
22999999.999999974,16360757.571962267
9999999.999999996,10703119.466371499
9.000000000000002,639.5298393103776
5500000.000000001,6270356.935990685
4199999.999999997,7233847.419180239
7900000.000000005,15470686.10912907
9200000.000000004,10642367.286342505
5500000.000000001,3920235.1730181132
15000000.00000001,15752198.247053038
5199999.999999999,6400616.698460472
9.000000000000002,4358.2675907380835
4500000.000000002,6200493.986272198
3000000.000000001,6188920.433412857
8999999.999999996,9481877.935786325
2914821.000000001,2995473.5399557194
3700000.000000002,2426788.709217633
2100000.000000001,5157242.450773683
6999999.999999995,6766284.234641184
7199999.9999999935,5411943.765718149
9.000000000000002,8.999999999999927
2000000.0000000016,2153517.8078373265
3799999.9999999995,6404485.925521569
2499999.9999999995,2571625.5649247747
7010999.999999997,6942238.956744702
2700000.0,3417090.495543998
19599999.99999999,7610751.197240588
2499999.9999999995,6490526.743790888
6000000.0,9371573.369331766
8879999.999999993,8555775.941296099
2000000.0000000016,1286007.920142913
2886999.9999999995,4427425.437320759
18500000.000000034,40769862.67673724
3000000.000000001,2451252.9818247375
17199999.99999998,9546296.735028636
9.000000000000002,2728723.367447991
8499999.999999998,5402513.550864828
9.000000000000002,8.99999999999993
5400000.000000005,6236142.548957336
2950000.000000002,6892397.311894756
7493399.999999994,7527631.474236219
7159999.999999998,5607333.166948451
5124999.999999995,5294107.244514085
3449999.999999999,4823006.941195696
4000000.0000000005,4082237.4300856907
9.000000000000002,8.999999999999927
6000000.0,7308727.163853123
4000000.0000000005,2611119.935272512
8000000.000000002,6052259.700852482
3799999.9999999995,4913416.343659507
2499999.9999999995,2339105.3586790725
27500000.000000015,10.925848125326297
6000000.0,4617618.469886637
6000000.0,5771686.600799227
13499999.999999993,28952835.05420132
8499999.999999998,7924732.802374498
790000.0000000003,1177829.0018834558
2499999.9999999995,3072029.598561781
4000000.0000000005,4832589.566084939
5800000.0,4178477.423456397
4300000.000000002,49218.72433874726
12288000.000000011,9230301.709205337
7800000.000000004,4221943.020774764
9.000000000000002,8.999999999999927
7949999.999999994,8241163.198523749
50000000.00000009,39763338.636854775
8999999.999999996,9231004.240463968
35000000.000000015,19115745.64818364
4000000.0000000005,4172564.7994888695
9.000000000000002,8.999999999999927
8000000.000000002,6744846.169833302
50000000.00000009,8801841.20273947
6681999.999999996,7943542.302854214
3499999.9999999995,4700083.823304594
8000000.000000002,6906771.110320834
7300000.000000004,6765605.929754392
8999999.999999996,2418653.0787364785
6999999.999999995,3760179.4828239623
4500000.000000002,3761780.147814659
4799999.999999999,3038073.048653203
14000000.00000001,16811950.384561263
6000000.0,16007809.098941753
12000000.000000007,7521449.41959683
22000000.000000007,16348347.982032618
9.000000000000002,8.99999999999993
22500000.00000001,16173994.704785636
2800000.000000002,2622944.1368306936
7199999.9999999935,9253756.09358008
4199999.999999997,6638511.159251711
1550000.0000000012,2094692.2021094866
13700000.000000017,9575364.322074233
16000000.000000026,12288179.03280865
39999999.999999985,25513833.178502124
5800000.0,5273487.757869768
12000000.000000007,12949358.676284753
2589999.9999999995,3645492.466651613
13499999.999999993,7773670.885348213
3200000.0000000023,4938991.347051024
17700000.000000007,15403666.504071856
7500000.000000002,7140977.150670239
26499999.999999996,34217149.54277645
9.000000000000002,8.999999999999927
6290000.000000002,10526247.379431553
4999999.999999999,4797647.824240559
11000000.000000013,6578610.763721361
5500000.000000001,5137290.5616515605
3499999.9999999995,2812902.8349637617
3000000.000000001,4456768.67010685
3799999.9999999995,2835079.8967210767
55000000.000000075,42262656.91713911
13000000.000000013,3967818.0333375097
7500000.000000002,7019775.545686249
8989999.999999994,17375175.79208151
9.000000000000002,8.999999999999927
6099999.999999996,5559964.062634783
22999999.999999974,19640009.027490646
2499999.9999999995,2999410.110151917
4000000.0000000005,6062332.137317372
22500000.00000001,28839241.1561983
9.000000000000002,8.99999999999993
2000000.0000000016,2195507.3078768905
3499999.9999999995,3470100.8307686914
